,location,location_population,occupation,hobbies,friends_number,sex,credit_card_type,relationship_status,education,dob,daily_commute
775,Zakopane,27266,Personal service workers,"Crossfit,Lockpicking,Electronics",183,1.0,Visa,In relationship,2.0,26.0,20.0
776,Zduńska Wola,42374,Information and communications technicians,"Mushroom hunting,Vehicle restoration,Origami",144,1.0,Mastercard,Single,4.0,25.0,29.0
777,Łódź,690422,Non-commissioned armed forces officers,,62,1.0,Visa,In relationship,4.0,43.0,17.0
778,Kraków,767348,Production and specialised services managers,"Crossfit,Hooping",157,0.0,Visa,In relationship,4.0,43.69859813084112,13.0
779,Łomża,63092,Science and engineering professionals,"Woodworking,Origami",52,1.0,Visa,In relationship,5.0,45.672,77.0
780,Żyrardów,40243,Drivers and mobile plant operators,"Gym,Mycology,Glassblowing,Sudoku",219,1.0,Mastercard,In relationship,4.0,43.0,33.0
781,Blachownia,9676,"Legal, social, cultural and related associate professionals","Netball,Book restoration",210,1.0,Visa,In relationship,6.0,58.0,3.0
782,Łódź,690422,"Legal, social and cultural professionals","Badminton,Cabaret,Coloring,Flying",238,0.0,Visa,Single,4.0,23.0,58.0
783,Gorzów Wielkopolski,124295,"Legal, social, cultural and related associate professionals","Power bike,Squash,Gym,Do it yourself,Fishing,Rugby",137,1.0,Visa,Single,5.0,23.0,30.0
784,Łódź,690422,Teaching professionals,,59,1.0,Mastercard,In relationship,1.0,42.0,68.0
785,Zabłudów,2476,Administrative and commercial managers,"Squash,Surfing,Horseback riding",243,0.0,Mastercard,Single,4.0,34.0,85.0
786,Kraków,767348,Business and administration professionals,,85,1.0,Mastercard,In relationship,3.0,44.0,15.0
787,Józefów,20488,Handicraft and printing workers,,219,1.0,Mastercard,Married with kids,6.0,51.0,88.0
788,Kłobuck,13014,"Building and related trades workers, excluding electricians",,283,1.0,Mastercard,In relationship,3.0,50.0,50.0
789,Krośniewice,4426,Administrative and commercial managers,"Crossfit,Rowing,Knife making",275,1.0,Mastercard,In relationship,5.0,23.0,19.0
790,Nowe Skalmierzyce,4798,Numerical and material recording clerks,"Bodybuilding,Sports",193,0.0,Visa,In relationship,2.0,49.0,96.0
791,Świątniki Górne,2422,Handicraft and printing workers,Cardio,110,1.0,Visa,In relationship,3.0,45.672,87.0
792,Ostrołęka,52451,Protective services workers,"Gym,Skimboarding",166,1.0,Mastercard,Married with kids,3.0,64.0,32.0
793,Warszawa,1764615,Administrative and commercial managers,"Board sports,Sailing,Sewing",136,0.0,Mastercard,Married,2.0,40.0,29.0
794,Czeladź,31901,Science and engineering professionals,"Gym,Backpacking",183,1.0,Mastercard,In relationship,4.0,33.0,32.0
795,Warszawa,1764615,"Legal, social, cultural and related associate professionals",,277,0.0,Visa,In relationship,4.0,54.0,76.0
796,Szczecin,403883,Personal service workers,Listening to music,48,0.0,Mastercard,In relationship,3.0,66.0,41.0
797,Szczecin,403883,Business and administration associate professionals,,187,1.0,Visa,Single,3.0,52.0,98.0
798,Zielona Góra,139819,"Subsistence farmers, fishers, hunters and gatherers",,234,1.0,Mastercard,In relationship,4.0,48.0,3.0
799,Jelenia Góra,80072,"Agricultural, forestry and fishery labourers","Crossfit,Bodybuilding,Inline skating,Sculling",111,1.0,Visa,Married,4.0,67.0,2.0
800,Pyzdry,3164,Food preparation assistants,"Sailing,Jogging",162,1.0,Visa,In relationship,3.0,36.0,19.0
801,Inowrocław,73577,Administrative and commercial managers,,100,0.0,Mastercard,Married,1.0,43.566502463054185,50.838862559241704
802,Piła,73791,Teaching professionals,Badminton,255,0.0,Visa,In relationship,3.0,49.0,40.0
803,Łódź,690422,Market-oriented skilled agricultural workers,"Kettleballs,Stretching,Digital arts,Amateur radio",175,1.0,Mastercard,In relationship,4.0,33.0,84.0
804,Sosnowiec,204013,"Food processing, wood working, garment and other craft and related trades workers","Squash,Surfing,Knitting",272,1.0,Visa,In relationship,3.0,51.0,50.70429252782194
805,Wrocław,638586,"Legal, social, cultural and related associate professionals","Amateur radio,Whittling,Gambling",193,0.0,Visa,In relationship,6.0,61.0,32.0
806,Opole,128140,Science and engineering associate professionals,"Blacksmithing,Jigsaw puzzles",115,0.0,Visa,Divorced,3.0,49.0,26.0
807,Przemyśl,61808,Protective services workers,"Power bike,Stretching,Cardio",244,1.0,Visa,In relationship,4.0,40.0,50.70429252782194
808,Pobiedziska,9139,"Hospitality, retail and other services managers",,179,1.0,Visa,Single,4.0,23.0,45.0
809,Mikołów,40423,Electrical and electronic trades workers,"Bodybuilding,Rugby",202,0.0,Visa,In relationship,4.0,47.0,18.0
810,Pabianice,65823,Refuse workers and other elementary workers,"Squash,Cooking",173,0.0,Visa,Divorced,5.0,30.0,60.0
811,Łódź,690422,Business and administration professionals,"Rock climbing,Glassblowing",174,1.0,Visa,Married with kids,1.0,50.0,70.0
812,Ząbki,35770,Assemblers,,174,1.0,Visa,In relationship,5.0,23.0,31.0
813,Łomża,63092,Science and engineering professionals,Surfing,262,1.0,Mastercard,Married,4.0,26.0,48.475083056478404
814,Koszalin,107670,"Legal, social and cultural professionals",Skateboarding,213,1.0,Mastercard,Single,4.0,23.0,49.454054054054055
815,Białystok,297288,"Metal, machinery and related trades workers","Crocheting,Model building,Paintball",287,0.0,Mastercard,Single,4.0,26.0,49.32786885245902
816,Warszawa,1764615,"Subsistence farmers, fishers, hunters and gatherers","Rowing,Gym,Yoga,Jogging,Yo-yoing",225,1.0,Visa,In relationship,5.0,45.0,91.0
817,Ząbki,35770,Non-commissioned armed forces officers,,309,0.0,Mastercard,Married,4.0,45.0,56.0
818,Warszawa,1764615,Other clerical support workers,"Power bike,Handball,Flying disc",130,1.0,Mastercard,Divorced,4.0,56.0,26.0
819,Jelcz-Laskowice,15867,Personal service workers,Tai chi,165,0.0,Visa,In relationship,5.0,45.0,49.67351598173516
820,Złocieniec,13068,Business and administration associate professionals,,200,0.0,Visa,Divorced,1.0,44.0,93.0
821,Grudziądz,95629,"Food processing, wood working, garment and other craft and related trades workers",,72,1.0,Mastercard,Married with kids,4.0,46.14666666666667,96.0
822,Kraśnik,34821,Non-commissioned armed forces officers,"Power bike,Calligraphy,Air sports",250,0.0,Visa,Married with kids,4.0,55.0,39.0
823,Gdynia,246306,Information and communications technology professionals,Gym,238,1.0,Mastercard,In relationship,2.0,41.0,47.0
824,Gdynia,246306,Personal service workers,"Squash,Baseball",264,1.0,Mastercard,In relationship,3.0,56.0,29.0
825,Gorzów Wielkopolski,124295,General and keyboard clerks,"Bodybuilding,Painting",130,1.0,Mastercard,Married,2.0,30.0,57.0
826,Zgorzelec,30738,Health professionals,"Foraging,Tai chi",152,1.0,Visa,In relationship,4.0,45.672,12.0
827,Jasło,35445,"Agricultural, forestry and fishery labourers","Crossfit,Fitness,Basketball,scrapbook,Scouting",332,1.0,Visa,Divorced,5.0,44.38461538461539,12.0
828,Toruń,202562,Science and engineering associate professionals,"Yoga,Astronomy",63,1.0,Visa,Married,6.0,38.0,45.0
829,Ozorków,19685,Customer services clerks,Rappelling,53,1.0,Mastercard,Single,5.0,46.0,85.0
830,Głubczyce,12624,Health associate professionals,"Bodybuilding,Badminton",129,1.0,Visa,In relationship,5.0,58.0,1.0
831,Olsztyn,173070,Information and communications technicians,"Roller skating,Calligraphy",312,1.0,Visa,Married with kids,5.0,46.14666666666667,3.0
832,Warszawa,1764615,Business and administration associate professionals,"Gym,Lacemaking,Sand art",125,1.0,Visa,Married,4.0,51.0,48.475083056478404
833,Ostrzeszów,14325,Stationary plant and machine operators,"Badminton,Bird watching,Rappelling,Skiing",0,0.0,Mastercard,In relationship,4.0,51.0,14.0
834,Bydgoszcz,352313,General and keyboard clerks,,149,0.0,Mastercard,Married,5.0,34.0,64.0
835,Siedlce,77653,Handicraft and printing workers,,433,1.0,Visa,Single,4.0,33.0,55.0
836,Oborniki,18341,"Legal, social and cultural professionals",,21,1.0,Mastercard,In relationship,4.0,27.0,66.0
837,Radlin,17861,Electrical and electronic trades workers,"Do it yourself,Netball",313,0.0,Mastercard,In relationship,3.0,29.0,75.0
838,Józefów,20488,Assemblers,,163,0.0,Visa,In relationship,3.0,28.0,91.0
839,Łęczna,19167,Cleaners and helpers,"Mushroom hunting,Web surfing",315,0.0,Visa,Single,4.0,50.0,27.0
840,Szczecin,403883,"Building and related trades workers, excluding electricians","Rowing,Crossfit,Weightlifting,Skimboarding,Leather crafting,Knitting",214,0.0,Mastercard,Divorced,4.0,47.0,23.0
841,Przysucha,5934,Health associate professionals,"Power bike,Calligraphy,Do it yourself",200,0.0,Visa,In relationship,3.0,42.0,54.0
842,Warszawa,1764615,General and keyboard clerks,"Squash,Power bike",184,1.0,Mastercard,Single,1.0,45.0,91.0
843,Elbląg,120895,Administrative and commercial managers,"Gardening,Orienteering",38,1.0,Visa,Married,4.0,56.0,68.0
844,Małomice,3512,Electrical and electronic trades workers,,94,1.0,Mastercard,Married with kids,1.0,46.0,49.55
845,Jarocin,26245,Non-commissioned armed forces officers,Bodybuilding,223,1.0,Visa,Married,2.0,47.0,89.0
846,Radom,214566,Other clerical support workers,"Foraging,Blacksmithing",90,0.0,Mastercard,Married with kids,5.0,26.0,25.0
847,Rumia,48632,Personal service workers,,151,0.0,Visa,Married,4.0,48.0,50.838862559241704
848,Słubice,16816,Cleaners and helpers,"Rowing,3D printing,Motor sports,Singing",182,0.0,Mastercard,In relationship,4.0,39.0,56.0
849,Warszawa,1764615,"Hospitality, retail and other services managers","Lacemaking,Do it yourself",141,1.0,Mastercard,Single,4.0,50.0,15.0
850,Konin,74834,Health professionals,"Kettleballs,Photography,Running,Air sports",172,0.0,Visa,In relationship,4.0,41.0,84.0
851,Białystok,297288,"Armed forces occupations, other ranks","Squash,Water sports",247,1.0,Mastercard,Married,4.0,51.0,38.0
852,Warszawa,1764615,Administrative and commercial managers,"Squash,Mountaineering,Listening to music,Lacemaking",273,0.0,Revolut,In relationship,5.0,43.69859813084112,53.0
853,Ostrołęka,52451,"Market-oriented skilled forestry, fishery and hunting workers","Crossfit,Gym,Web surfing,Singing,Jigsaw puzzles",231,1.0,Visa,Married with kids,2.0,36.0,33.0
854,Malbork,38723,Personal service workers,"Crossfit,Cycling,Flag Football,Machining",389,0.0,Mastercard,In relationship,2.0,65.0,40.0
855,Zielona Góra,139819,Science and engineering professionals,"BASE jumping,Vehicle restoration,Cycling",132,0.0,Mastercard,Married,6.0,28.0,11.0
856,Koszalin,107670,Information and communications technology professionals,"Weightlifting,Squash,Vacation",175,1.0,Mastercard,Married,2.0,36.0,72.0
857,Biała Podlaska,57545,"Legal, social, cultural and related associate professionals","Basketball,Water sports",231,1.0,Visa,In relationship,3.0,31.0,33.0
858,Krasnystaw,18912,"Agricultural, forestry and fishery labourers","Cardio,Cosplaying,Swimming",195,0.0,Visa,In relationship,5.0,45.0,41.0
859,Malbork,38723,Information and communications technology professionals,Scouting,602,1.0,Mastercard,In relationship,3.0,58.0,39.0
860,Jasło,35445,"Legal, social, cultural and related associate professionals","Cardio,Beekeeping",256,0.0,Mastercard,Single,6.0,23.0,43.0
861,Bytom,168394,"Armed forces occupations, other ranks","Geocaching,Motor sports,Kayaking",322,1.0,Visa,In relationship,5.0,52.0,95.0
862,Ostrów Wielkopolski,72364,Refuse workers and other elementary workers,"amateur radio,Polo,Jigsaw puzzles",185,0.0,Visa,Married,4.0,53.0,66.0
863,Radom,214566,Business and administration associate professionals,"Astronomy,Kabaddi",230,1.0,Visa,In relationship,5.0,39.0,92.0
864,Warszawa,1764615,General and keyboard clerks,"Stretching,Weightlifting,Cooking",176,0.0,Visa,In relationship,2.0,43.0,70.0
865,Kraków,767348,"Metal, machinery and related trades workers","Stretching,Vehicle restoration",197,1.0,Mastercard,Married,4.0,54.0,47.0
866,Radzyń Podlaski,15808,"Building and related trades workers, excluding electricians","Badminton,Weightlifting,Lego building,Coffee roasting",191,1.0,Visa,In relationship,1.0,23.0,45.0
867,Dąbrowa Górnicza,121121,"Armed forces occupations, other ranks","Stretching,Sewing,role-playing games",237,1.0,Mastercard,Single,4.0,62.0,46.0
868,Poznań,538633,"Agricultural, forestry and fishery labourers","Drama,Community,Orienteering",252,1.0,Visa,In relationship,5.0,50.0,46.0
869,Wielbark,3065,Commissioned armed forces officers,"Rowing,Badminton,Origami,Lockpicking",124,1.0,Visa,Single,3.0,59.0,38.0
870,Jastrowie,8662,Business and administration professionals,"Weightlifting,Woodworking,Knitting",185,1.0,Mastercard,Married,4.0,45.29807692307692,55.0
871,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers",Coffee roasting,124,0.0,Visa,In relationship,4.0,22.0,9.0
872,Czechowice-Dziedzice,35795,Business and administration associate professionals,"Gym,Worldbuilding,Kabaddi",240,1.0,Mastercard,In relationship,4.0,40.0,52.0
873,Gdańsk,464254,"Legal, social, cultural and related associate professionals","Bodybuilding,Flying",229,1.0,Visa,Single,4.0,24.0,79.0
874,Rzeszów,189662,"Subsistence farmers, fishers, hunters and gatherers","Badminton,Bodybuilding,Cycling,Hiking",82,0.0,Mastercard,In relationship,6.0,57.0,75.0
875,Wrocław,638586,"Chief executives, senior officials and legislators","Bodybuilding,Gym",223,1.0,Visa,Married,4.0,34.0,6.0
876,Kielce,196804,"Food processing, wood working, garment and other craft and related trades workers","Gardening,Brazilian jiu-jitsu",295,1.0,Mastercard,In relationship,6.0,65.0,50.70429252782194
877,Warszawa,1764615,Health professionals,"Gym,Rowing,Digital arts",128,0.0,Visa,Married,6.0,28.0,26.0
878,Konin,74834,Protective services workers,"Gym,Badminton,Skateboarding,Skiing,Electronics",160,0.0,Mastercard,In relationship,1.0,60.0,37.0
879,Reda,25102,Sales workers,"Tai chi,Cycling,Candle making",231,1.0,Mastercard,Married with kids,3.0,32.0,69.0
880,Poznań,538633,Teaching professionals,"Homebrewing,Jewelry making",11,0.0,Mastercard,Single,4.0,54.0,97.0
881,Garwolin,17381,"Armed forces occupations, other ranks",,248,1.0,Mastercard,Single,3.0,42.77777777777778,86.0
882,Bolesławiec,39084,Electrical and electronic trades workers,,141,0.0,Visa,Married with kids,3.0,55.0,43.0
883,Ińsko,1965,"Labourers in mining, construction, manufacturing and transport",Vacation,0,1.0,Mastercard,Married with kids,4.0,32.0,96.0
884,Leszno,64197,Cleaners and helpers,"Fitness,Weightlifting,Gunsmithing,Coffee roasting,Skateboarding",193,1.0,Visa,Married with kids,5.0,23.0,50.0
885,Chorzów,109021,Handicraft and printing workers,"3D printing,Foraging,Shooting",312,1.0,Mastercard,Married,4.0,42.0,89.0
886,Myślibórz,11328,Electrical and electronic trades workers,"Weightlifting,Shopping",211,1.0,Visa,In relationship,4.0,58.0,15.0
887,Konstantynów Łódzki,18013,Food preparation assistants,"Cardio,Stand-up comedy",223,0.0,Mastercard,Married with kids,2.0,45.0,73.0
888,Koszalin,107670,Business and administration professionals,"Board sports,Sculpting,Horseback riding",231,1.0,Visa,Married with kids,3.0,60.0,58.0
889,Szczecinek,40292,Numerical and material recording clerks,"Painting,Surfing",179,1.0,Mastercard,Married with kids,3.0,51.0,8.0
890,Poznań,538633,Teaching professionals,"Weightlifting,Juggling,Puzzles",187,0.0,Visa,Married,4.0,34.0,78.0
891,Warszawa,1764615,Teaching professionals,"Power bike,Knapping",231,1.0,Mastercard,In relationship,2.0,74.0,53.0
892,Zgierz,56690,Market-oriented skilled agricultural workers,"Squash,Juggling",244,0.0,Mastercard,In relationship,5.0,47.0,83.0
893,Elbląg,120895,Electrical and electronic trades workers,Sand art,175,0.0,Visa,Married,1.0,43.566502463054185,16.0
894,Warszawa,1764615,Administrative and commercial managers,"Skiing,Shopping",166,1.0,Visa,In relationship,4.0,63.0,81.0
895,Zgorzelec,30738,"Labourers in mining, construction, manufacturing and transport","Kettleballs,Bodybuilding,Geocaching,Running,Inline skating",239,1.0,Visa,Married,3.0,45.0,74.0
896,Lublin,339850,Numerical and material recording clerks,"Horseback riding,Graffiti,Puzzles",71,1.0,Visa,Single,6.0,36.0,6.0
897,Kraśnik,34821,"Market-oriented skilled forestry, fishery and hunting workers",,126,0.0,Mastercard,Married,5.0,39.0,1.0
898,Kłodzko,27193,Production and specialised services managers,"Fitness,Wood carving,Flying disc",334,1.0,Revolut,Divorced,5.0,58.0,58.0
899,Zgierz,56690,Personal service workers,"Bodybuilding,Gym,Rowing,Sculpting",124,0.0,Visa,Single,4.0,29.0,25.0
900,Brzeszcze,11345,"Subsistence farmers, fishers, hunters and gatherers","Kettleballs,Hunting,Yoga",260,1.0,Mastercard,In relationship,4.0,38.0,72.0
901,Katowice,296262,Business and administration associate professionals,"Rowing,Bodybuilding,Homebrewing",193,0.0,Mastercard,Single,3.0,34.0,59.0
902,Łódź,690422,"Metal, machinery and related trades workers",,283,1.0,Visa,Married,4.0,67.0,88.0
903,Modliborzyce,1469,Administrative and commercial managers,"Reading,Roller skating",169,1.0,Mastercard,In relationship,4.0,23.0,8.0
